Concat,Alkalinity,Calcium,Chloride,Copper,DOC,Hardness,Magnesium,pH,Potassium,Sodium,Sulfate,Temperature,New_Total,Category5,Field16,Analyte_count,Field18,StationName,StationCode,SampleDate,TargetLatitude,TargetLongitude,Program,ParentProject,Project,Data_Source,NearStream_Distance,Stream_Name,HUC8_Name
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00043407,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary at Railroad Bridge,VRW000,11/3/2018 0:00,34.276981,-119.3084183,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,14.66918138,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39547,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,4/9/2008 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39583,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,5/15/2008 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39616,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,6/17/2008 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39654,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,7/25/2008 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39706,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,9/15/2008 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39920,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,4/17/2009 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e39990,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,6/26/2009 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40032,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,8/7/2009 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40081,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,9/25/2009 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40282,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,4/14/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40316,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,5/18/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40320,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,5/22/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40334,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,6/5/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40380,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,7/21/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40397,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,8/7/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40409,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,8/19/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000e40442,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-East,VRW000e,9/21/2010 0:00,34.276989,-119.3081665,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,37.85365205,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39547,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,4/9/2008 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39583,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,5/15/2008 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39616,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,6/17/2008 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39654,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,7/25/2008 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39706,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,9/15/2008 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39920,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,4/17/2009 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w39990,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,6/26/2009 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40032,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,8/7/2009 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40081,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,9/25/2009 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40316,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,5/18/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40320,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,5/22/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40334,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,6/5/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40380,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,7/21/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40397,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,8/7/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40409,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,8/19/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW000w40442,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Estuary-West,VRW000w,9/21/2010 0:00,34.276981,-119.3090134,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,32.82515166,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00136911,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,1/20/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00136947,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,2/25/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00136974,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,3/24/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137003,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,4/22/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137030,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,5/19/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137066,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,6/24/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137086,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,7/14/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137115,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,8/12/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137142,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,9/8/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137178,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,10/14/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137198,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,11/3/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137227,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,12/2/2001 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137268,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,1/12/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137297,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,2/10/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137352,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,4/6/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137381,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,5/5/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137408,,,,,,,,pH,,,,,1,0,,1,,Ventura River at Main Street Bridge,VRW001,6/1/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137443,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,7/6/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137471,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,8/3/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137506,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,9/7/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137534,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,10/5/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137562,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,11/2/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137597,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,12/7/2002 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137632,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,1/11/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137653,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,2/1/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137681,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,3/1/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137716,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,4/5/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137744,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,5/3/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137779,,,,,,,,,,,,Temperature,1,0,,1,,Ventura River at Main Street Bridge,VRW001,6/7/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137814,,,,,,,,,,,,Temperature,1,0,,1,,Ventura River at Main Street Bridge,VRW001,7/12/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137835,,,,,,,,,,,,Temperature,1,0,,1,,Ventura River at Main Street Bridge,VRW001,8/2/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137870,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,9/6/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137898,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,10/4/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137926,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,11/1/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137961,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,12/6/2003 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW00137996,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River at Main Street Bridge,VRW001,1/10/2004 0:00,34.279572,-119.3082123,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,25.30746858,Ventura River,Ventura
